ID карты;Дата выдачи;Канал оформления;Тарифный план;Регион;Кредитный лимит;Дата первой покупки;Оборот за 30 дней;Оборот за 90 дней;Статус
CARD-101618;2025-05-09;отделение;Классический;Сибирский;50000.00;23.05.2025;20 266;56 325;Активна
CARD-100189;2025-04-02;ОТДЕЛЕНИЕ;Классический;Центральный;75000,00;19.04.2025;9796,65;30 852;Активна
CARD-100643;24.03.2025;Мобильный банк;Премиальный;Северо-Западный;200 000;2025-04-04;107721,75;196796,56;Активна
CARD-100488;2025-05-21;Мобильный банк;Зарплатный;Сибирский;50000.00;31.05.2025;4897.37;9 132;Активна
CARD-100237;2025-02-06;мобильное приложение;Классический;Сибирский;75000,00;2025-02-08;22 034;42556.91;Активна
CARD-101942;07.07.2025;Сайт банка;Классический;Сибирский;500000.00;2025-07-17;128 179;413535,97;Активна
CARD-101361;21.07.2025;Веб-сайт;Зарплатный;Сибирский;75000,00;11.08.2025;39573.02;79678.12;Активна
CARD-100775;2025-02-04;партнёрская сеть;Премиальный;Приволжский;500 000;06.02.2025;243068,18;453962.62;Активна
CARD-101651;08.03.2025;МП;Классический;Южный;75000,00;09.03.2025;26418,59;46941.32;Активна
CARD-101833;09.04.2025;Отделение ;Премиальный;Приволжский;300000,00;20.04.2025;47562.45;106948,27;Активна
CARD-101115;2025-06-12;Мобильное приложение;Классический;Северо-Западный;50 000;25.06.2025;10 863;36 628;Активна
CARD-101117;2025-07-07;Партнёрская сеть;Кэшбэк-максимум;Северо-Западный;50000,00;;;;активна
CARD-102396;09.03.2025;ОТДЕЛЕНИЕ;Классический;Южный;75000.00;07.05.2025;;9 022;Активна
CARD-100336;2025-02-03;Сайт банка;Зарплатный;Северо-Западный;150 000;2025-02-12;20 481;53716,58;Активна
CARD-100821;26.04.2025;Партнёр;Классический;Центральный;500000,00;;0;0;Активна
CARD-100629;17.03.2025;МП;Классический;Приволжский;100000,00;07.06.2025;0;10681.33;Активна
CARD-101223;2025-01-17;партнёрская сеть;Зарплатный;Приволжский;200 000;;0;0;Активна
CARD-100791;03.04.2025;Веб-сайт;Классический;Приволжский;300000.00;;0;0,00;Закрыта
CARD-101746;14.02.2025;Офис банка;Зарплатный;Центральный;100000.00;2025-03-08;36 322;95 383;активна
CARD-101715;30.06.2025;отделение;Зарплатный;Центральный;100000,00;н/д;0;0,00;активна
CARD-100533;16.01.2025;Отделение;Зарплатный;Приволжский;100000,00;12.02.2025;43663.95;76 198;Активна
CARD-101871;13.03.2025;Мобильный банк;Кэшбэк-максимум;Центральный;50 000;2025-04-06;7088,03;13432.18;Активна
CARD-100923;16.03.2025;Партнёр;Премиальный;Приволжский;50000,00;н/д;0;;Активна
CARD-101074;23.02.2025;Партнерская сеть;Классический;Сибирский;500000.00;;0,00;;активна
CARD-102174;2025-07-24;мобильное приложение;Классический;Центральный;200000.00;03.08.2025;56278,05;141077,94;Активна
CARD-101570;2025-04-20;Отделение;Классический;Сибирский;100 000;н/д;;;Активна
CARD-100571;27.03.2025;Отделение ;Премиальный;Северо-Западный;200 000;03.04.2025;107965,49;309807.09;активна
CARD-102099;12.05.2025;партнёрская сеть;Кэшбэк-максимум;Сибирский;50000.00;19.05.2025;18190.47;35978,69;Заблокирована
CARD-100311;2025-02-17;партнёрская сеть;Премиальный;Центральный;75000,00;08.03.2025;8960,07;22920,30;Активна
CARD-100581;2025-04-16;Мобильный банк;Премиальный;Центральный;50 000;07.05.2025;11 077;27666.29;Активна
CARD-101014;19.02.2025;Мобильный банк;Премиальный;Северо-Западный;200 000;20.02.2025;61374.05;200284.50;Закрыта
CARD-100444;2025-06-10;ОТДЕЛЕНИЕ;Классический;Сибирский;100 000;н/д;;0;активна
CARD-101368;2025-02-03;Сайт банка;Зарплатный;Приволжский;100 000;18.02.2025;38075.29;115 979;Активна
CARD-100987;03.02.2025;Отделение;Зарплатный;Северо-Западный;300 000;04.02.2025;126 721;415969,95;Активна
CARD-100722;23.06.2025;МП;Классический;Приволжский;150 000;08.07.2025;30190,96;61 638;Активна
CARD-100486;2025-05-14;Отделение ;Зарплатный;Приволжский;150000,00;27.05.2025;59 123;139 279;активна
CARD-101106;10.04.2025;МП;Зарплатный;Северо-Западный;100 000;30.04.2025;53849,44;92085,28;Активна
CARD-102303;2025-04-27;Офис банка;Зарплатный;Приволжский;150 000;2025-05-06;74 265;246252.70;активна
CARD-100299;20.03.2025;Веб-сайт;Классический;Северо-Западный;500000.00;н/д;;0,00;Активна
CARD-100312;06.06.2025;сайт банка;Премиальный;Северо-Западный;75 000;23.06.2025;22 083;53981,83;Активна
CARD-101135;19.04.2025;Отделение;Классический;Южный;100000.00;2025-08-16;;8727.58;Активна
CARD-101554;04.02.2025;Отделение ;Зарплатный;Северо-Западный;300000.00;14.02.2025;80 346;193554,84;Заблокирована
CARD-102257;2025-03-02;Офис банка;Классический;Сибирский;100000,00;2025-03-24;31 721;95733.38;Активна
CARD-100366;21.03.2025;сайт банка;Кэшбэк-максимум;Северо-Западный;100 000;;;0,00;Активна
CARD-101145;09.07.2025;Партнёрская сеть;Зарплатный;Приволжский;500 000;23.07.2025;57520.92;118697,69;Активна
CARD-100636;19.05.2025;Мобильное приложение;Премиальный;Сибирский;100 000;04.06.2025;41 499;129 520;Активна
CARD-102029;09.07.2025;отделение;Классический;Центральный;300000.00;2025-07-24;34866,60;77 642;Закрыта
CARD-102258;2025-01-26;Офис банка;Премиальный;Центральный;500 000;2025-04-02;0;98292.17;Активна
CARD-101632;30.07.2025;Партнерская сеть;Кэшбэк-максимум;Сибирский;500 000;06.08.2025;224 451;449531,52;Активна
CARD-101015;27.07.2025;мобильное приложение;Зарплатный;Центральный;50 000;23.08.2025;14 671;28 162;Активна
CARD-101089;2025-07-30;Партнерская сеть;Классический;Центральный;50 000;;0;0,00;Активна
CARD-100077;2025-07-06;МП;Премиальный;Центральный;75000.00;2025-07-07;28215.25;63 338;Активна
CARD-100010;17.04.2025;Веб-сайт;Классический;Сибирский;300000.00;13.05.2025;63 939;212049,67;Активна
CARD-100081;2025-07-16;Отделение;Классический;Северо-Западный;75000,00;10.08.2025;28 683;68 731;Активна
CARD-101349;25.04.2025;Отделение;Классический;Центральный;500 000;н/д;0,00;0,00;Активна
CARD-100354;27.05.2025;Сайт банка;Зарплатный;Центральный;300000,00;15.06.2025;63 495;212 007;Активна
CARD-100238;27.07.2025;ОТДЕЛЕНИЕ;Зарплатный;Центральный;75000.00;2025-08-22;20 385;43 504;Активна
CARD-100880;2025-02-03;отделение;Классический;Центральный;100000,00;16.02.2025;17 583;57223,27;Активна
CARD-102124;25.03.2025;Мобильный банк;Зарплатный;Северо-Западный;150000.00;19.04.2025;47 032;140 770;Активна
CARD-100034;27.06.2025;МП;Классический;Южный;100 000;28.06.2025;30514.48;50885.96;активна
CARD-101364;2025-07-07;Отделение;Классический;Северо-Западный;500 000;2025-08-03;138 970;434826,86;Активна
CARD-101569;24.06.2025;Мобильное приложение;Зарплатный;Центральный;500 000;29.06.2025;49052,38;129966.28;Заблокирована
CARD-100513;05.03.2025;отделение;Премиальный;Приволжский;300 000;18.05.2025;;52635,86;Активна
CARD-101259;08.02.2025;Отделение;Классический;Центральный;50000.00;19.02.2025;25 932;45 578;Активна
CARD-102063;27.02.2025;Партнёр;Классический;Приволжский;100000.00;н/д;;0,00;активна
CARD-100027;2025-01-18;МП;Классический;Южный;200 000;2025-01-25;95277.40;192458.57;Активна
CARD-100445;27.02.2025;МП;Зарплатный;Северо-Западный;300000,00;22.03.2025;152961,77;510098.29;Активна
CARD-100233;2025-05-16;Отделение ;Зарплатный;Центральный;100000,00;;0;0;Активна
CARD-102164;2025-04-07;Мобильный банк;Премиальный;Южный;100000.00;2025-05-06;29608.85;48 662;Активна
CARD-102101;2025-07-08;сайт банка;Премиальный;Приволжский;50000.00;2025-08-04;6 169;10 182;Активна
CARD-101423;19.03.2025;мобильное приложение;Зарплатный;Центральный;150000.00;05.06.2025;0;6321,39;Закрыта
